elan_filename,participant,vowel,sound_start,sound_end,word,keyword,utterance,Addressee,F1_20,F1_35,F1_50,F1_65,F1_80,F2_20,F2_35,F2_50,F2_65,F2_80,praat_filename,X16,fol.word,sound_start.elan,sound_end.elan,utterance.elan,word.elan,vowel.elan,fol.phonOLOG.seg,fol.PHONETIC.seg,prec.phonOLOG.seg,prec.PHONETIC.seg,lex.stress,,participant.elan,mismatch,meanF1,meanF2,meanFleeceF1,meanFleeceF2,meanTRAPF1,u_F1,u_F2,trapF2,S_F1,S_F2,normF1_20,normF1_35,normF1_50,normF1_65,normF1_80,normF2_20,normF2_35,normF2_50,normF2_65,normF2_80,duration,changeF1,normChangeF1,changeF2,normChangeF2,VL,normVL,normVSL1,normVSL2,normVSL3,normVSL4,VSL1,VSL2,VSL3,VSL4,TrajLength,norm_TL,sex,age,roland.rolling,tauto.l,breaking.word,prec.seg,syl.type
F3_int_ind_fac,F3,lot,495.839,495.981,STOPPED,n,never stopped not even -- in -- in bed,interviewer,1156.36,1207.67,1206.4,1216.06,1116.93,1714.78,1555.55,1408.6,1387.91,1466.15,F3_int_corrected,NA,NA,495.839,495.981,"never stopped, not even .. in .. in bed",STOPPED,lot,NA,NA,NA,NA,NA,,F3,0,1180.684,1506.598,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.464699752252770,1.5296914021611800,1.5280827606608100,1.5403185692383800,1.4147558669304400,0.8261804319413630,0.7494634710612370,0.6786630100844450,0.6686945749867260,0.7063905808854950,0.1419999999999960,-39.429999999999800,-0.0499438853223273,-248.63000000000000,-0.11978985105586800,251.73716809402600,0.12978443703725300,0.10054554512508400,0.0708187334114564,0.01578241774394620,0.13109912689104400,167.29288388930400,146.95548781859100,22.83400315319220,126.28639871340100,463.36877357448700,0.31824582317153000,F,child,n.a.,ok,ok,other,other
F3_int_ind_fac,F3,dress,497.991,498.214,BED,n,never stopped not even -- in -- in bed,interviewer,997.23,1232.26,1239.32,1179.29,1177.29,2355.89,2410.8,2282.86,2384.97,2575.67,F3_int_corrected,NA,NA,497.991,498.214,"never stopped, not even .. in .. in bed",BED,dress,NA,NA,NA,NA,NA,,F3,0,1165.078,2402.038,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.263138238904000,1.5608382482194100,1.5697807749852100,1.4937439645388700,1.4912106708375100,1.1350670160640700,1.1615226357458300,1.0998811864272200,1.1490777503628400,1.2409569467444300,0.2230000000000130,180.06000000000000,0.22807243193350900,219.7800000000000,0.10588993068036300,284.12119245139000,0.25145518811024200,0.2988732095038650,0.06228673260861210,0.09056433318876270,0.09191411374051120,241.35908725382600,128.13464480771800,118.44852468477600,190.7104873886070,678.6527441349270,0.5436383890417510,F,child,n.a.,ok,ok,other,other
F3_int_ind_fac,F3,lot,499.2,499.347,STOPPED,n,never stopped,interviewer,996.07,1203.14,1069.02,1031.37,996.99,1459.79,1565.3,1444.98,1362.94,1270.9,F3_int_corrected,NA,NA,499.2,499.347,never stopped,STOPPED,lot,NA,NA,NA,NA,NA,,F3,3264,1059.318,1420.782,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.261668928557210,1.5239534919275900,1.3540708163143400,1.306381562386220,1.2628342436598300,0.7033263350072210,0.7541610178085910,0.6961908819479070,0.6566640373168350,0.6123191960218100,0.14699999999999100,0.9199999999999590,0.0011653151026258500,-188.89000000000000,-0.09100713898541160,188.89224044412200,0.09101459940909720,0.2671654116047020,0.17950114240645900,0.061940587555408800,0.06215170084349150,232.40125860244400,180.18067820940200,90.26673861395460,98.25144273749870,601.100118163299,0.5707588424100620,F,child,n.a.,ok,ok,other,other
F3_int_ind_fac,F3,goose,510.804,511.329,DO,n,oh yeah you do,child,897.82,890.72,836.33,758.22,736.87,2353.39,2367.63,2421.66,2407.45,1498.38,F3_int_corrected,NA,NA,510.804,511.329,oh yeah you do,DO,goose,NA,NA,NA,NA,NA,,F3,3267,823.992,2209.702,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.1372208754778600,1.1282276828380300,1.0593347606295200,0.9603969751228780,0.933354064860852,1.1338625168980800,1.1407233441475500,1.1667549801228900,1.1599086068634100,0.7219189841334170,0.5250000000000340,-160.95000000000000,-0.2038668106170070,-855.0100000000000,-0.41194353276466100,870.0270125691500,0.45962936226679400,0.011311430696608200,0.07364700131016750,0.09917438292102890,0.43882368739005000,15.911869783278400,76.664939835624800,79.39204116282690,909.320673580008,1081.2895243617400,0.6229565023178550,F,child,n.a.,ok,ok,other,other
F3_int_ind_fac,F3,face,514.701,514.861,BABY,n,oh yeah a baby sister yeah,interviewer,634.36,671.98,696.84,761.29,804.43,2897.95,3314.34,3344.22,3518.22,3542.91,F3_int_corrected,NA,NA,514.701,514.861,"oh yeah, a baby sister, yeah",BABY,face,b,b,b,b,1,,F3,0,713.78,3323.528,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.8035100961976060,0.8511613507202020,0.8826501914281170,0.9642855809544670,1.0189287260928200,1.3962313432303100,1.5968479063206600,1.61124408035255,1.6950772223053400,1.706972856068640,0.15999999999996800,170.07000000000000,0.21541862989521200,644.96,0.3107415128383240,667.0061517707310,0.3781077543597610,0.2061980781766900,0.03462364677333860,0.11701424064102100,0.055922977506938400,418.0859917528930,38.86944815661760,185.55269467189100,49.705690821072000,692.2138254024740,0.41375894309798800,F,child,n.a.,ok,ok,labial,medial.open
F3_int_ind_fac,F3,dress,517.804,517.966,SAID,n,oh my god she said,interviewer,931.44,1068.49,1044.93,1030.09,855.93,2350.2,2391.26,2482.19,2510.64,2529.77,F3_int_corrected,NA,NA,517.804,517.966,"oh my god, she said",SAID,dress,NA,NA,NA,NA,NA,,F3,0,986.176,2452.812,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.1798055425977300,1.3533994934834800,1.3235572936814500,1.304760254417350,1.0841610389028600,1.1323255759622800,1.152108270264470,1.1959183139297900,1.209625514438740,1.2188423420568800,0.16200000000003500,-75.5100000000001,-0.09564450369487570,179.57000000000000,0.08651676609460730,194.80026950700100,0.1289690734343240,0.17471752853671200,0.05300827119405090,0.023264050182383900,0.22079167510790100,143.0686062698590,93.93262745180700,32.087818560942900,175.2074841438000,444.2965364264100,0.47178152502104800,F,child,n.a.,ok,ok,other,other
F3_int_ind_fac,F3,goat,520.844,520.896,OKAY,n,okay are you creepy,child,928.65,950.4,894.07,830.24,702.59,1278.17,1313.84,1359.04,1338.93,1354.58,F3_int_corrected,NA,NA,520.844,520.896,okay are you creepy,OKAY,goat,k,k,0,0,1,,F3,3270,861.1900000000000,1328.912,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.1762715978843400,1.2038211668866300,1.132470949787810,1.0516208813088800,0.8899334108195290,0.6158218795965040,0.6330076736968250,0.6547850186178930,0.6450960273266830,0.6526361921057700,0.05199999999990720,-226.06000000000000,-0.28633818706480700,76.40999999999990,0.036814312509266100,238.6244155571680,0.2886950830497290,0.03247045227697050,0.07459963962286100,0.08142855841342530,0.16186318975647400,41.778121068329400,72.22263426378180,66.92294823152970,128.6057735873470,309.529477150988,0.3503618400697310,F,child,not.rolling,ok,ok,zero,either
F3_int_ind_fac,F3,goat,527.408,527.581,NO,n,no ((don't)) tell ((a tia)) she -- my -- the baby is staying with tia remember?,child,985.49,1052.51,1092.36,1003.14,937.94,2085.67,1911.54,1955.72,2065.46,2192.25,F3_int_corrected,NA,NA,527.408,527.581,"no, ((don't)) tell ((a tia)) she .. my .. the baby is staying with tia, remember?",NO,goat,?,?,n,n,1,,F3,0,1014.2880000000000,2042.128,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.2482678048770100,1.3331584768096100,1.3836343538092200,1.270624121791520,1.1880387471271600,1.0048751102107200,0.9209793343013060,0.9422652435626510,0.9951379389528730,1.0562253186551400,0.17300000000000200,-47.550000000000000,-0.0602290577498521,106.58000000000000,0.05135020844441310,116.7060362620550,0.07914785723391180,0.11935211517443300,0.05478050832150320,0.12476712090339500,0.10272298704448400,186.58225344335400,59.49701589155540,141.4322311214810,142.57189098837100,530.0833914447620,0.40162273144381500,F,child,not.rolling,ok,ok,nasal,final.open
F3_int_ind_fac,F3,face,529.644,529.785,BABY,n,no ((don't)) tell ((a tia)) she -- my -- the baby is staying with tia remember?,child,759.61,770.01,790.21,758.89,711.74,2617.85,3021.63,3245.16,3274.88,3114.87,F3_int_corrected,NA,NA,529.644,529.785,"no, ((don't)) tell ((a tia)) she .. my .. the baby is staying with tia, remember?",BABY,face,b,b,b,b,1,,F3,0,758.092,3054.8780000000000,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.962157614245324,0.9753307414924000,1.0009170078761400,0.961245628512834,0.9015232295032540,1.2612792566729800,1.4558203259700800,1.5635170053994300,1.577836091484700,1.500743326864780,0.1409999999999630,-47.870000000000000,-0.060634384742069800,497.02,0.23946407019180100,499.31995483857800,0.24702139487476200,0.19498656088235200,0.11069431687113400,0.04217646935087110,0.09751953291623720,403.9139121149460,224.44086281245600,43.17662330474700,166.812237560678,838.3436357928270,0.4453768800205950,F,child,n.a.,ok,ok,labial,medial.open
F3_int_ind_fac,F3,face,530.119,530.227,STAYING,n,no ((don't)) tell ((a tia)) she -- my -- the baby is staying with tia remember?,child,787.91,772.63,760.3,761.99,738.79,2920.02,3083.14,3148.99,3286.59,2847.53,F3_int_corrected,NA,NA,530.119,530.227,"no, ((don't)) tell ((a tia)) she .. my .. the baby is staying with tia, remember?",STAYING,face,ɪ,ŋ,st,t,1,,F3,0,764.324,3057.254,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.9980037201195790,0.9786493562411830,0.9630316005722930,0.9651722337499430,0.9357860268141580,1.4068646618676600,1.4854558234500600,1.5171823314821900,1.583477965578190,1.3719390040506600,0.10799999999994700,-49.120000000000000,-0.062217693305420400,-72.48999999999980,-0.034925657816996500,87.56468751728620,0.07135014319675390,0.08093924931705840,0.0353622058707603,0.06633018476222900,0.2135703195723080,163.83410145632100,66.99441319990790,137.6103778789960,439.67251858627700,808.1114111215010,0.3962019595223560,F,child,n.a.,ok,ok,coronal,medial.open
F3_int_ind_fac,F3,face,536.463,536.603,BABY,n,yeah baby stay ((with)) thea my mum told me that before you,child,728.75,743.28,805.76,791.36,718.22,2695.31,2970.35,3182.52,3268.75,3276.17,F3_int_corrected,NA,NA,536.463,536.603,"yeah, baby stay ((with)) thea, my mum told me that before you",BABY,face,b,b,b,b,1,,F3,0,757.4740000000000,3078.62,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.9230688924333270,0.9414732711737130,1.0206133664042200,1.002373651754430,0.909731101095663,1.2985994588319600,1.4311136390773300,1.5333370742964300,1.5748826595297000,1.5784576130543500,0.13999999999998600,-10.530000000000000,-0.013337791337664300,580.8600000000000,0.27985815422238400,580.9554376197890,0.280175807596814,0.13378613202765600,0.12927793849333500,0.04537315112355330,0.09271150136452800,275.4235329451720,221.17834274630100,87.42409793643860,73.51541334985470,657.5413869777650,0.40114872300907300,F,child,n.a.,ok,ok,labial,medial.open
F3_int_ind_fac,F3,face,536.88,537.034,STAY,n,yeah baby stay ((with)) thea my mum told me that before you,child,788.76,766.17,789.29,766.6,816.98,3121.78,3272.23,3295.16,3354.85,3239.03,F3_int_corrected,NA,NA,536.88,537.034,"yeah, baby stay ((with)) thea, my mum told me that before you",STAY,face,?,?,st,t,1,,F3,0,785.56,3256.61,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.999080369942657,0.9704668175857870,0.9997516927735180,0.9710114757315800,1.0348251440688600,1.5040725625595800,1.5765593223687500,1.587606988719200,1.6163656108063300,1.5605635734444300,0.15399999999999600,28.220000000000000,0.03574477412620040,117.25,0.05649101088485110,120.59822096531900,0.06685000514678700,0.07792987697996480,0.03129943843828020,0.040657821141428900,0.08477058239978990,152.1364867479200,32.562544433750800,63.85712333013450,126.30287724355300,374.8590317553580,0.23465771895946400,F,child,n.a.,ok,ok,coronal,final.open
F3_int_ind_fac,F3,price,537.934,537.994,MY,n,yeah baby stay ((with)) thea my mum told me that before you,child,665,676.84,693.01,715.55,721.64,1845.83,1836.07,1744.2,1675.58,1595.61,F3_int_corrected,NA,NA,537.934,537.994,"yeah, baby stay ((with)) thea, my mum told me that before you",MY,price,m,m,m,m,1,,F3,0,694.408,1739.4580000000000,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.8423201557024530,0.8573172544145090,0.8777989339900110,0.9063491540043460,0.9140630333249900,0.8893202782224700,0.8846179134784510,0.8403549781267140,0.8072938850186670,0.7687643656970330,0.06000000000005910,56.640000000000000,0.07174287762253670,-250.22000000000000,-0.12055591252543700,256.55045897444800,0.14028816248851100,0.015717035469990300,0.04877198626451100,0.043682387072662500,0.03929411906799270,15.344158497617300,93.28218372229490,72.22711402236710,80.20155235405360,261.05500859633300,0.14746552787515600,F,child,n.a.,ok,ok,nasal,final.open
F3_int_ind_fac,F3,goose,539.567,539.806,YOU,n,yeah baby stay ((with)) thea my mum told me that before you,child,712.71,692.57,663.52,614.4,593.77,3118.63,3118.54,3291.72,2765.62,3126.42,F3_int_corrected,NA,NA,539.567,539.806,"yeah, baby stay ((with)) thea, my mum told me that before you",YOU,goose,NA,NA,NA,NA,NA,,F3,0,655.394,3084.1860000000000,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.9027518769484140,0.8772416093757110,0.8404455183634460,0.7782278250580260,0.7520969005284900,1.5025548936104300,1.5025115316404500,1.585949597866800,1.332474793376220,1.50630811301165,0.23900000000003300,-118.94000000000000,-0.15065497641992500,7.789999999999960,0.003753219401219530,119.19483084429500,0.1507017205474500,0.025510304425689200,0.09119135490480550,0.26099907638109300,0.17578637100822800,20.140201091349600,175.5995868446160,528.3881001688060,361.3893148669450,1085.517202971720,0.553487106719815,F,child,n.a.,ok,ok,other,other
F3_int_ind_fac,F3,face,564.4,564.474,PLAYED,n,yeah played a,interviewer,1025.11,1049.16,992.08,909.95,786.09,1836.26,2371.15,2869.3,3217.93,3197.26,F3_int_corrected,NA,NA,564.4,564.474,yeah played a,PLAYED,face,?,?,?,?,1,,F3,3280,952.4780000000000,2698.38,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.2984523531009600,1.3289152098598300,1.256615007622990,1.1525853017766100,0.9956984228513410,0.8847094554150670,1.1424192789732600,1.382427782788090,1.5503976004834900,1.5404388013790900,0.07400000000006910,-239.02000000000000,-0.3027539302496240,1361.0000000000000,0.6557293459640280,1381.8290633794000,0.7222471304477480,0.25950402463219200,0.25066192600177600,0.1975754016954290,0.15720264138529800,535.4304012661220,501.40956203487000,358.17344094725900,125.57288122839300,1520.5862854766400,0.8649439937146940,F,child,n.a.,ok,ok,other,closed
F3_int_ind_fac,F3,face,575.816,575.974,GAMES,n,played (()) games and,interviewer,622.23,611.59,608.34,610.19,625.19,3144.2,3210.79,3577.26,3386.05,3600.32,F3_int_corrected,NA,NA,575.816,575.974,played (()) games and,GAMES,face,mz,m,g,g,1,,F3,3282,615.508,3383.7240000000000,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.7881456698988530,0.774668547407614,0.7705519451429030,0.7728952418166620,0.7918949445768670,1.5148745110801600,1.546957550865420,1.723522674609320,1.6313977603978700,1.7346329749163900,0.15800000000001500,2.9600000000000400,0.003749274678014000,456.12000000000000,0.21975846383623200,456.1296043889280,0.21979044448808900,0.03479876826134390,0.17661310635652700,0.09215471153320390,0.1049690345847860,67.4346921102189,366.48441085536000,191.21894937479400,214.79439680773800,839.9324491481110,0.40853562073586000,F,child,n.a.,ok,ok,velar,coda.nasal
F3_int_ind_fac,F3,goat,577.601,578.002,PHONE,n,gone with the phone and a ipad,interviewer,773.97,667.15,565.12,563.94,573.69,1597.8,1394.34,1182.4,1163.78,1193.53,F3_int_corrected,NA,NA,577.601,578.002,gone with the phone and a ipad,PHONE,goat,n,n,f,f,1,,F3,3283,628.774,1306.37,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.9803466630210940,0.8450434464314160,0.7158074682564970,0.7143128249726940,0.7266626317668280,0.769819506966439,0.6717925468416480,0.569679925545824,0.56070881575754300,0.5750423558328040,0.4009999999999540,-200.28000000000000,-0.25368403125426700,-404.27,-0.19477715113363500,451.16107023988700,0.3198339042646210,0.16708155293395100,0.1647086077979300,0.00909476604312655,0.018920044897979000,229.7966144224060,235.22050187005400,18.657352438114200,31.30694811060320,514.9814168411770,0.3598049716729870,F,child,not.rolling,ok,ok,labial,coda.nasal
F3_int_ind_fac,F3,price,586.365,586.47,LIKE,n,my god I like my mum,interviewer,1045.93,1050.93,980.71,973.96,862.17,2416.92,2406.51,2359.87,2481,2517.43,F3_int_corrected,NA,NA,586.365,586.47,"my god, I like my mum",LIKE,price,k,k,l,l,1,,F3,0,982.74,2436.346,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.3248239405321300,1.3311571747855300,1.2422132329307600,1.2336633666886600,1.0920649152511000,1.1644712497041700,1.1594557151770000,1.1369845787363200,1.1953449723267800,1.2128969341735700,0.10500000000001800,-183.7600000000000,-0.232759025281027,100.51000000000000,0.048425684469393300,209.45165957805200,0.23774316134455500,0.008078703033392620,0.09173863289586000,0.0589833514882941,0.14268213908610200,11.548510726496200,84.29791219241450,121.31792695228500,117.57614128725300,334.74049115844900,0.3014828265036490,F,child,n.a.,ok,ok,approx.glide,closed
F3_int_ind_fac,F3,price,586.537,586.712,MY,n,my god I like my mum,interviewer,506.34,581.08,687.63,798.5,809.75,1143.39,1304.92,1547.89,1982.31,1770.64,F3_int_corrected,NA,NA,586.537,586.712,"my god, I like my mum",MY,price,m,m,m,m,1,,F3,0,676.6600000000000,1549.8300000000000,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.641353966373504,0.7360231519933560,0.8709843739333500,1.0114175102682800,1.0256672873384400,0.5508849205597430,0.6287100206725780,0.7457728856166490,0.9550762966921030,0.8530937613062060,0.17499999999995500,303.41,0.3843133209649340,627.25,0.30220884074646300,696.7784372381220,0.48890378613426400,0.12255203349393600,0.17865678206116400,0.2520503593901160,0.10297326677485200,177.9831691480970,265.30609378602700,448.34461444295300,211.96875099882000,1103.6026283759000,0.6562324417200670,F,child,n.a.,ok,ok,nasal,final.open
F3_int_ind_fac,F3,face,587.36,587.526,STAY,n,stay at home relaxing,interviewer,853.89,766.84,719.29,675.07,660.64,2995.24,3054.8,3186.91,3275.38,3333.18,F3_int_corrected,NA,NA,587.36,587.526,"stay at home, relaxing",STAY,face,ə,ə,st,t,1,,F3,0,735.146,3169.1020000000000,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.0815770793274700,0.9713154709757430,0.9110864132258910,0.8550752894888050,0.8367975754334870,1.443105632773910,1.4718016209044200,1.5354521748319000,1.5780769913179000,1.6059250120355500,0.16599999999994000,-193.25,-0.2447795038939840,337.94000000000000,0.1628193792616340,389.29295665346900,0.29398495844129200,0.11393455143676000,0.08762951793037970,0.07038551671157820,0.03331046515704320,105.47557110535100,140.406746988882,98.90575969072800,59.57402873736150,404.36210652232300,0.3052600512357610,F,child,n.a.,ok,ok,coronal,final.open
F3_int_ind_fac,F3,goat,587.736,588.093,HOME,n,stay at home relaxing,interviewer,839.86,769.96,708.13,681.59,681.47,2040.982,2119.95,2140.375,2343.45,2654.26,F3_int_corrected,NA,NA,587.736,588.093,"stay at home, relaxing",HOME,goat,m,m,h,h,1,,F3,0,736.202,2259.8034,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.0638060240124200,0.9752674091498660,0.8969506343722980,0.8633338269552410,0.863181829333159,0.9833444467188490,1.0213912027747500,1.0312319609608800,1.1290734282141100,1.2788215825264400,0.3569999999999710,-158.39,-0.2006241946792660,613.2780000000000,0.29547713580758800,633.4013714730970,0.35715095586566700,0.09636722455356940,0.07893261514252570,0.10345550954482900,0.14974823145274900,105.46067999022200,65.11627695899090,204.8019219270170,310.81002316527700,686.1889020415070,0.4285035806936740,F,child,not.rolling,ok,ok,other,coda.nasal
F3_int_ind_fac,F3,foot,591.836,591.932,PUT,n,put it again put it again,child,687.54,715.57,722.63,755,738.03,1520.73,1513.6,1807.35,1884.87,1894.562,F3_int_corrected,NA,NA,591.836,591.932,"put it again, put it again",PUT,foot,NA,NA,NA,NA,NA,,F3,0,723.7540000000000,1724.2224,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.8708703757167890,0.90637448694136,0.9153170137071640,0.9563183722636870,0.9348233752076410,0.7326872066773520,0.7292519750559530,0.8707806270595780,0.9081297371985430,0.9127993395652460,0.09600000000000360,50.49000000000000,0.06395299949085240,373.8320000000000,0.1801121328878940,377.22619782300400,0.19112918813541700,0.03566991351460470,0.14181088859082800,0.05546230640401810,0.02199636526116430,28.922617447250600,293.83482792208300,84.00694792694230,19.542665222533000,426.3070585188090,0.25493947377061500,F,child,n.a.,ok,ok,other,other
F3_int_ind_fac,F3,foot,592.562,592.665,PUT,n,put it again put it again,child,871.19,1013.62,960.21,918.57,899.05,1562.423,1400.16,1809.51,2012.96,2061.09,F3_int_corrected,NA,NA,592.562,592.665,"put it again, put it again",PUT,foot,NA,NA,NA,NA,NA,,F3,0,932.528,1769.2286,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.103490069844240,1.2838985807866500,1.2162469724918100,1.1635037976294800,1.138778851104200,0.7527748801683720,0.6745966209000680,0.8718213143389920,0.9698434564671190,0.993032474410726,0.1029999999999520,27.8599999999999,0.03528878125995520,498.66700000000000,0.24025759424235400,499.4446480732380,0.2428353550740430,0.19661910141865300,0.20850496350676100,0.11131119818753700,0.03389769216136890,215.90642896634600,412.8196344652230,207.66750371687900,51.93772521010150,888.3312923585500,0.55033295527432,F,child,n.a.,ok,ok,other,other
F3_int_ind_fac,F3,goat,619.112,619.579,NO,n,no,interviewer,1078.79,974.63,756.04,621.33,532.65,2254.3,1989.94,2198.8,2184.7,1686.1,F3_int_corrected,NA,NA,619.112,619.579,no,NO,goat,0,0,n,n,1,,F3,69,792.688,2062.768,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.3664459560454900,1.2345120200786200,0.9576356849883950,0.787005687733241,0.6746794450149050,1.0861209879549700,0.958752428146699,1.0593811064700300,1.052587731173850,0.8123624175091460,0.46699999999998500,-546.14,-0.6917665110305830,-568.2000000000000,-0.27375857044582000,788.1117557808670,0.7439654969660650,0.1833829694582940,0.29459571591266200,0.1707651776891550,0.2651893401487410,284.13995706341600,302.331089535959,135.44590839150500,506.424824036105,1228.3417790269900,0.9139332032088520,F,child,not.rolling,ok,ok,nasal,final.open
F3_int_ind_fac,F3,price,674.246,674.429,LIKE,n,because it's like,interviewer,731.31,711.36,666.98,640.61,658.32,1523.73,2069.42,2398.42,2929.48,3273.82,F3_int_corrected,NA,NA,674.246,674.429,"because, it's like",LIKE,price,k,k,l,l,1,,F3,0,681.7160000000000,2438.9740000000000,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.9263115083710690,0.9010419036999960,0.8448281164668000,0.8114266390143590,0.8338589547399080,0.7341326056765380,0.9970458656317990,1.1555579558758600,1.411422486711760,1.5773253838383200,0.18299999999999300,-72.9899999999999,-0.0924525536311609,1750.0900000000000,0.8431927781617820,1751.6114147264500,0.8482461528454500,0.26412484771511900,0.1681846385037580,0.2580354953022550,0.16741260425606500,546.0545564318640,331.97979516832000,531.7143034562830,344.7951271407420,1754.5437821972100,0.8577575857771980,F,child,n.a.,ok,ok,approx.glide,closed
F3_int_ind_fac,F3,fleece,674.891,675.383,SHE,n,she is,interviewer,775.49,750.16,745.76,789.59,668.39,3189.37,3365.53,3433.5,3601.24,3692.22,F3_int_corrected,NA,NA,674.891,675.383,she is,SHE,fleece,NA,NA,NA,NA,NA,,F3,3306,745.8780000000000,3456.3720000000000,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,0.9822719662341280,0.9501878015063940,0.9446145553634010,1.0001316868287200,0.8466140885262600,1.5366374020112400,1.6215112312434300,1.654259154568320,1.7350762306094700,1.7789103642581200,0.4920000000000760,-107.10000000000000,-0.13565787770786900,502.8500000000000,0.24227296224688600,514.1289065010840,0.2776675134402370,0.09073566286093310,0.033218783160483700,0.09804872087885120,0.15965301206455000,177.97178006639200,68.11226688343280,173.37178692047900,151.54801351387000,571.003847384173,0.3816561789648180,F,child,n.a.,ok,ok,other,other
F3_int_ind_fac,F3,price,751.507,751.647,MY,n,oh my god (( )),child,818.1,878.61,1020.68,992.75,686.21,1473.32,1596.4,1970.43,2311.74,2437.52,F3_int_corrected,NA,NA,751.507,751.647,oh my god (( )),MY,price,g,g,m,m,1,,F3,3321,879.2700000000000,1957.882,630.9053684210530,3520.197547368420,1106.6473684210500,630.9053684210530,630.9053684210530,2075.551457894740,789.4860350877190,2075.551457894740,1.0362437885416200,1.1128885894762900,1.2928411075524500,1.257463661012950,0.869185735405384,0.7098450844935500,0.7691449874334860,0.9493525166553260,1.1137955607927100,1.1743963228319200,0.14000000000010000,-131.89,-0.16705805313623500,964.2,0.46455123833836600,973.1786126400440,0.49367625642659600,0.09690667675140340,0.2546716755946600,0.16820546509797400,0.39297862521242200,137.1500874954150,400.10289401602700,342.4508738490820,331.3417872831620,1211.0456426436900,0.9127624426564590,F,child,n.a.,ok,ok,nasal,final.open
