participant,vowel,sound_start,sound_end,task,word,utterance,F1_20,F1_35,F1_50,F1_65,F1_80,F2_20,F2_35,F2_50,F2_65,F2_80,fol.phonOLOG.seg,fol.PHONETIC.seg,prec.phonOLOG.seg,prec.PHONETIC.seg,normF1_20,normF1_35,normF1_50,normF1_65,normF1_80,normF2_20,normF2_35,normF2_50,normF2_65,normF2_80,duration,changeF1,normChangeF1,changeF2,normChangeF2,TrajLength,norm_TL,sex,age,roland.rolling,tauto.l,breaking.word,prec.seg,syl.type,outcode,CofP
Ali,face,751.565,751.651,interview,THEY,they speak,519.16,471.39,513.33,453.78,465.03,1878.13,1898.65,1935.06,1961.59,1950.61,sp,s,dh,ð,1.06946422415983,0.971058518812512,1.05745448452879,0.934782101161972,0.957956984669557,1.50059452348076,1.51698966099618,1.54608064330301,1.56727767050983,1.55850483376913,0.0859999999998991,-54.13,-0.111507239490276,72.4799999999998,0.057910310288364,188.442940989082,0.340194400916878,M,adolescent,n.a.,ok,ok,coronal,final.open,2,youthclub
Ali,face,752.666,752.756,interview,THEY,they speak Som- +Somali -- uh yeah,395.09,451.97,436,417.69,395.37,2028.86,2101.71,2130.47,2078.83,2051.35,sp,s,dh,ð,0.813881308889954,0.931053519904307,0.898155485271761,0.860437074869637,0.814458105990587,1.62102527775456,1.67923121186752,1.70220997185501,1.66095047374117,1.63899441239012,0.0899999999999182,0.28000000000003,5.76797100633408e-4,22.49,0.0179691346355588,215.514349400762,0.277815726882816,M,adolescent,n.a.,ok,ok,coronal,final.open,2,youthclub
Ali,face,822.39,822.52,interview,SAFER,it's a safer version of Somalia technically,435.48,478.23,430.04,412.43,407.99,1955.01,1982.69,1850.85,1803.82,1966.46,f,f,s,s,0.897084290656299,0.985148847985124,0.885877946986853,0.849601529336313,0.840455175311986,1.56202036033189,1.58413621834488,1.47879825879165,1.44122207373561,1.57116871922816,0.129999999999995,-27.49,-0.0566291153443135,11.45,0.00914835889627153,404.219423608325,0.418040904122238,M,adolescent,n.a.,ok,ok,coronal,medial.open,2,youthclub
Ali,face,973.706,973.795,interview,SAY,how d'you say cat how d'you say cat?,509.29,480.61,485.67,437.91,505.23,2049.26,2028.22,2030.31,1997.82,2078.57,k,k,s,s,1.04913212636251,0.990051623340507,1.00047517094481,0.902090065493938,1.04076856840333,1.63732453727281,1.62051392843634,1.62218380355365,1.59622483582091,1.66074273808065,0.0889999999999418,-4.06,-0.00836355795918187,29.3099999999999,0.0234182008078359,203.939176621497,0.326686088717318,M,adolescent,n.a.,ok,ok,coronal,final.open,2,youthclub
Ali,face,1165.481,1165.597,interview,THEY,they moved and they came back cos the house burnt but they fixed it,439.45,450.39,447.41,447.45,508.88,1889.74,1761.88,1930.52,1911.19,1859.96,m,m,dh,ð,0.90526244954742,0.927798736265019,0.921659967122565,0.92174236670837,1.04828753060801,1.50987071970659,1.40771271372604,1.54245325907689,1.52700891170004,1.48607699674318,0.115999999999985,69.43,0.143025081060593,-29.78,-0.0237937229634035,396.312026704692,0.387939512815478,M,adolescent,n.a.,ok,ok,coronal,final.open,2,youthclub
Ali,face,1166.301,1166.4,interview,CAME,they moved and they came back cos the house burnt but they fixed it,481.78,434.52,608.84,572.42,541.05,2089.27,2237.65,2194.02,2125.78,2027.9,m,m,k,k,0.992461811225296,0.895106700596985,1.25420409553408,1.17917927265886,1.11455739749148,1.66929185949463,1.78784500299059,1.7529853611876,1.69846274013244,1.62025825377723,0.0990000000001601,59.27,0.122095586266186,-61.3699999999999,-0.0490336057173966,515.556307231727,0.708382786847453,M,adolescent,n.a.,ok,ok,velar,coda.nasal,2,youthclub
Ali,face,1173.838,1173.961,interview,NEIGHBOURS,oh like one of my neighbours,528.28,516.13,475.63,464.33,469.02,2084.27,2146.02,2203.7,2019.96,2212.88,b,b,n,n,1.08825132972332,1.06322245553512,0.979792874907816,0.956514991917974,0.966176343353581,1.66529694294604,1.71463416232113,1.76071951962567,1.61391432629807,1.76805418640888,0.123000000000047,-59.26,-0.122074986369735,128.61,0.102757243462839,510.476715348124,0.453716214050811,M,adolescent,n.a.,ok,ok,nasal,medial.open,2,youthclub
Ali,face,1178.423,1178.491,interview,THEY,they musta had the oil in a pan,517.66,530.77,561.79,587.97,588.25,1774.57,1807.59,1802.64,1758.07,1655.32,m,m,dh,ð,1.06637423969216,1.09338070393966,1.15728158273124,1.21121211164045,1.21178890874109,1.41785181192636,1.44423424081325,1.44027927343015,1.40466858731601,1.32257305224248,0.0679999999999836,70.59,0.14541466904893,-119.25,-0.0952787596838776,221.380399283272,0.248501738279073,M,adolescent,n.a.,ok,ok,coronal,final.open,2,youthclub
Ali,face,1180.897,1180.955,interview,THEY,and they musta put what's it called again,468.11,477.23,487.67,485.47,483.58,1881.56,1897.27,1892.6,1885.07,1790.57,m,m,dh,ð,0.964301752776523,0.983088858340006,1.00459515023505,1.00006317301578,0.996169792586509,1.50333503623309,1.51588706402876,1.51215581197238,1.5061394676502,1.43063554488185,0.0579999999999927,15.47,0.0318680398099865,-90.99,-0.0726994913512455,131.965901343671,0.127558526934558,M,adolescent,n.a.,ok,ok,coronal,final.open,2,youthclub
Ali,face,1186.272,1186.366,interview,MADE,and they must . a made little ex-,568.91,554.51,500.58,497.82,489.08,1943.05,2087.53,2087.17,1977.41,2031.81,d,d,m,m,1.17194870900449,1.14228485811478,1.03118961655353,1.025504045133,1.00749973563466,1.55246451994766,1.66790162853572,1.66761399454422,1.57991758646957,1.62338227851823,0.0940000000000509,-79.83,-0.164448973369827,88.76,0.070917758570574,364.019350700951,0.365209765434664,M,adolescent,n.a.,ok,ok,nasal,closed,2,youthclub
Ali,face,1440.062,1440.146,interview,SAME,mostly the same,655.01,635.72,643.29,652.22,641.69,1911.18,1907.63,1967.3,1880.07,1984.81,m,m,s,s,1.34931381744921,1.30957661719487,1.32517073880842,1.34356644633933,1.32187475537623,1.52700092186694,1.52416453111744,1.57183986520832,1.50214455110161,1.58583006296148,0.08400000000006,-13.3199999999999,-0.0274390620729812,73.6299999999999,0.0588291410945399,272.71609250459,0.248532459941657,M,adolescent,n.a.,ok,ok,coronal,coda.nasal,2,youthclub
Ali,face,1506.901,1507.048,interview,CHANGED,the reason ((that)) the government was getting changed,630.08,644.45,617.89,659.23,600.06,2527.16,2264.07,2593.24,2227.85,2242.9,ndʒ,n,ch,tʃ,1.2979582755964,1.32756032679676,1.2728470018224,1.35800697375161,1.23611738644994,2.01915866098707,1.80895414203335,2.07195547809324,1.78001496655536,1.79203966536661,0.146999999999935,-30.0200000000001,-0.0618408891464641,-284.26,-0.227118995620452,1022.49710732831,0.907499792464557,M,adolescent,n.a.,ok,ok,coronal,coda.nasal,2,youthclub
Ali,face,1509.722,1509.774,interview,THEY,it's cos they were wearing -- they wasn't -- uh they wasn't armed,458.33,468.15,478.75,478.66,469.69,1815.68,1760.92,1668.13,1445.43,1293.87,w,w,dh,d,0.944155054047262,0.964384152362327,0.986220042600586,0.986034643532525,0.96755653641581,1.45069801578887,1.40694568974871,1.33280802843997,1.15487444536576,1.03378053494489,0.0519999999999072,11.36,0.0234014823685487,-521.81,-0.416917480843976,523.55225226897,0.425918282330892,M,adolescent,n.a.,ok,ok,coronal,final.open,2,youthclub
Ali,face,1511.575,1511.659,interview,CHANGED,so they got changed to get armed,554.69,711.37,663.96,635.68,663.88,2404.16,2265.42,2375.58,2335.49,2322.3,ndʒ,n,ch,tʃ,1.1426556562509,1.4654148338481,1.36775072477302,1.30949421760907,1.36758592560141,1.92088371389175,1.81003276950146,1.89804877090001,1.86601753001341,1.85547894015823,0.08400000000006,109.19,0.224930269350513,-81.8599999999997,-0.0654047737335193,409.40025744053,0.598258854402871,M,adolescent,n.a.,ok,ok,coronal,coda.nasal,2,youthclub
Ali,face,1563.619,1563.687,interview,MAKE,if I'm a prime minister I will make chad illegal,639.73,584.78,588.77,530.52,571.26,1964.85,2090.41,2015.82,2017.36,2092.84,k,k,m,m,1.3178371756718,1.20464074467252,1.21286010335655,1.09286570652838,1.17678968467052,1.56988235609951,1.67020270046771,1.61060653539584,1.61183696969281,1.67214422991032,0.0679999999999836,-68.47,-0.141047491001279,127.99,0.102261873810813,355.797533384375,0.434759490368569,M,adolescent,n.a.,ok,ok,nasal,closed,2,youthclub
Ali,face,1585.258,1585.327,interview,CHANGED,it never used to be illegal then two years ago they changed it and made it illegal,685.9,616.01,666.75,663.46,591.89,2195.79,2237.32,2213.22,2230.05,2247.02,ndʒ,n,ch,tʃ,1.41294689758693,1.26897422128958,1.3734980958829,1.36672072995046,1.21928727104932,1.7543995616458,1.78758133849839,1.76832584073418,1.78177272983674,1.79533147660265,0.06899999999996,-94.01,-0.19365962653761,51.23,0.0409319149568557,228.173427097311,0.41714354579924,M,adolescent,n.a.,ok,ok,coronal,coda.nasal,2,youthclub
